text,is_offensive
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
Vaig descobrir molt bona música indie al Cruïlla. M’encanta veure artistes nous.,0
No suporto que les persones no binàries són una plaga a el Cruïlla.,1
Odio que les persones de color fan que el festival sigui una broma el Cruïlla.,1
És horrible que les dones estan arruïnant el Cruïlla.,1
"No va ser la meva edició preferida del Cruïlla, però igualment ho vaig passar bé.",0
Per què les persones trans em van arruïnar la nit a el Cruïlla.,1
Per què els asiàtics són repugnants a el Cruïlla.,1
Per què els llatins em van arruïnar la nit a el Cruïlla.,1
Cruïlla 2024 va tenir el millor cartell fins ara. Molt ben organitzat i divertit.,0
És horrible que les persones trans estan arruïnant el Cruïlla.,1
"El festival Cruïlla va ser increïble: el menjar, la música, la gent. Cap de setmana perfecte!",0
És horrible que els negres em fan fàstic a el Cruïlla.,1
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
Vaig descobrir molt bona música indie al Cruïlla. M’encanta veure artistes nous.,0
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
No suporto que els immigrants em fan fàstic a el Cruïlla.,1
Acabo de tornar del Cruïlla. Cansat però feliç. Ja espero l’any vinent!,0
Vaig descobrir molt bona música indie al Cruïlla. M’encanta veure artistes nous.,0
Odio que els immigrants estan arruïnant el Cruïlla.,1
Vaig descobrir molt bona música indie al Cruïlla. M’encanta veure artistes nous.,0
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
Cruïlla 2024 va tenir el millor cartell fins ara. Molt ben organitzat i divertit.,0
Per què els negres són repugnants a el Cruïlla.,1
Per què les persones trans són repugnants a el Cruïlla.,1
Per què els immigrants són repugnants a el Cruïlla.,1
Odio que els immigrants estan arruïnant el Cruïlla.,1
Acabo de tornar del Cruïlla. Cansat però feliç. Ja espero l’any vinent!,0
Per què les persones amb discapacitat em van arruïnar la nit a el Cruïlla.,1
No suporto que els llatins són una plaga a el Cruïlla.,1
Acabo de tornar del Cruïlla. Cansat però feliç. Ja espero l’any vinent!,0
Odio que les persones amb discapacitat no haurien d’estar a el Cruïlla.,1
És horrible que els llatins són una plaga a el Cruïlla.,1
Cruïlla 2024 va tenir el millor cartell fins ara. Molt ben organitzat i divertit.,0
Per què els gais són repugnants a el Cruïlla.,1
Em va encantar la diversitat d’artistes al Cruïlla. Una experiència única.,0
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
Em va encantar la diversitat d’artistes al Cruïlla. Una experiència única.,0
És horrible que les persones no binàries són repugnants a el Cruïlla.,1
Odio que els gais fan que el festival sigui una broma el Cruïlla.,1
Odio que els llatins em van arruïnar la nit a el Cruïlla.,1
No suporto que els negres són repugnants a el Cruïlla.,1
Un dia tranquil al Cruïlla amb amics. Vam gaudir molt dels espectacles d’humor.,0
Odio que els asiàtics no haurien d’estar a el Cruïlla.,1
Cruïlla 2024 va tenir el millor cartell fins ara. Molt ben organitzat i divertit.,0
És horrible que les persones amb discapacitat haurien de ser expulsats de el Cruïlla.,1
Acabo de tornar del Cruïlla. Cansat però feliç. Ja espero l’any vinent!,0
No suporto que les persones de color estan arruïnant el Cruïlla.,1
No suporto que les persones trans em van arruïnar la nit a el Cruïlla.,1
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
Un dia tranquil al Cruïlla amb amics. Vam gaudir molt dels espectacles d’humor.,0
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
Per què les persones trans no haurien d’estar a el Cruïlla.,1
Per què els immigrants són una plaga a el Cruïlla.,1
"El festival Cruïlla va ser increïble: el menjar, la música, la gent. Cap de setmana perfecte!",0
És horrible que els asiàtics haurien de ser expulsats de el Cruïlla.,1
Em va encantar la diversitat d’artistes al Cruïlla. Una experiència única.,0
No suporto que els negres no haurien d’estar a el Cruïlla.,1
Odio que els immigrants haurien de ser expulsats de el Cruïlla.,1
Un dia tranquil al Cruïlla amb amics. Vam gaudir molt dels espectacles d’humor.,0
No suporto que les dones haurien de ser expulsats de el Cruïlla.,1
Odio que les persones trans són una plaga a el Cruïlla.,1
És horrible que les persones amb discapacitat són una plaga a el Cruïlla.,1
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
Un dia tranquil al Cruïlla amb amics. Vam gaudir molt dels espectacles d’humor.,0
Per què les persones amb discapacitat em fan fàstic a el Cruïlla.,1
És horrible que les persones trans haurien de ser expulsats de el Cruïlla.,1
"No va ser la meva edició preferida del Cruïlla, però igualment ho vaig passar bé.",0
No suporto que els immigrants em van arruïnar la nit a el Cruïlla.,1
"El festival Cruïlla va ser increïble: el menjar, la música, la gent. Cap de setmana perfecte!",0
Acabo de tornar del Cruïlla. Cansat però feliç. Ja espero l’any vinent!,0
És horrible que els negres són una plaga a el Cruïlla.,1
Per què els gais em fan fàstic a el Cruïlla.,1
Cruïlla 2024 va tenir el millor cartell fins ara. Molt ben organitzat i divertit.,0
És horrible que les persones no binàries haurien de ser expulsats de el Cruïlla.,1
No suporto que els negres són repugnants a el Cruïlla.,1
Un dia tranquil al Cruïlla amb amics. Vam gaudir molt dels espectacles d’humor.,0
No suporto que les persones no binàries haurien de ser expulsats de el Cruïlla.,1
Vaig descobrir molt bona música indie al Cruïlla. M’encanta veure artistes nous.,0
Acabo de tornar del Cruïlla. Cansat però feliç. Ja espero l’any vinent!,0
No suporto que els negres em van arruïnar la nit a el Cruïlla.,1
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
Odio que les persones de color són una plaga a el Cruïlla.,1
"No va ser la meva edició preferida del Cruïlla, però igualment ho vaig passar bé.",0
No suporto que les persones de color són una plaga a el Cruïlla.,1
És horrible que els llatins són una plaga a el Cruïlla.,1
Per què els gais haurien de ser expulsats de el Cruïlla.,1
"El festival Cruïlla va ser increïble: el menjar, la música, la gent. Cap de setmana perfecte!",0
No suporto que les dones fan que el festival sigui una broma el Cruïlla.,1
Vaig descobrir molt bona música indie al Cruïlla. M’encanta veure artistes nous.,0
Cruïlla 2024 va tenir el millor cartell fins ara. Molt ben organitzat i divertit.,0
És horrible que les persones trans són repugnants a el Cruïlla.,1
Per què les persones amb discapacitat haurien de ser expulsats de el Cruïlla.,1
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
Odio que els immigrants estan arruïnant el Cruïlla.,1
No suporto que les persones amb discapacitat no haurien d’estar a el Cruïlla.,1
Em va encantar la diversitat d’artistes al Cruïlla. Una experiència única.,0
És horrible que els immigrants són repugnants a el Cruïlla.,1
"No va ser la meva edició preferida del Cruïlla, però igualment ho vaig passar bé.",0
És horrible que els immigrants fan que el festival sigui una broma el Cruïlla.,1
Odio que les persones de color em van arruïnar la nit a el Cruïlla.,1
Odio que les persones no binàries estan arruïnant el Cruïlla.,1
Odio que els asiàtics em fan fàstic a el Cruïlla.,1
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
Per què les persones trans són una plaga a el Cruïlla.,1
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
Acabo de tornar del Cruïlla. Cansat però feliç. Ja espero l’any vinent!,0
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
No suporto que les persones de color em van arruïnar la nit a el Cruïlla.,1
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
Per què els gais no haurien d’estar a el Cruïlla.,1
Em va encantar la diversitat d’artistes al Cruïlla. Una experiència única.,0
No suporto que els llatins estan arruïnant el Cruïlla.,1
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
Un dia tranquil al Cruïlla amb amics. Vam gaudir molt dels espectacles d’humor.,0
"No va ser la meva edició preferida del Cruïlla, però igualment ho vaig passar bé.",0
Vaig descobrir molt bona música indie al Cruïlla. M’encanta veure artistes nous.,0
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
Per què els negres em fan fàstic a el Cruïlla.,1
És horrible que els gais estan arruïnant el Cruïlla.,1
Per què els gais em fan fàstic a el Cruïlla.,1
Acabo de tornar del Cruïlla. Cansat però feliç. Ja espero l’any vinent!,0
"El festival Cruïlla va ser increïble: el menjar, la música, la gent. Cap de setmana perfecte!",0
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
És horrible que els gais són una plaga a el Cruïlla.,1
"El festival Cruïlla va ser increïble: el menjar, la música, la gent. Cap de setmana perfecte!",0
Un dia tranquil al Cruïlla amb amics. Vam gaudir molt dels espectacles d’humor.,0
Odio que les persones amb discapacitat no haurien d’estar a el Cruïlla.,1
És horrible que les persones amb discapacitat no haurien d’estar a el Cruïlla.,1
Odio que les dones fan que el festival sigui una broma el Cruïlla.,1
Per què els llatins són una plaga a el Cruïlla.,1
Odio que els negres em van arruïnar la nit a el Cruïlla.,1
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
Per què els llatins són repugnants a el Cruïlla.,1
Odio que els immigrants són una plaga a el Cruïlla.,1
"No va ser la meva edició preferida del Cruïlla, però igualment ho vaig passar bé.",0
"El festival Cruïlla va ser increïble: el menjar, la música, la gent. Cap de setmana perfecte!",0
"El festival Cruïlla va ser increïble: el menjar, la música, la gent. Cap de setmana perfecte!",0
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
Odio que els gais són una plaga a el Cruïlla.,1
Em va encantar la diversitat d’artistes al Cruïlla. Una experiència única.,0
Em va encantar la diversitat d’artistes al Cruïlla. Una experiència única.,0
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
Odio que els gais estan arruïnant el Cruïlla.,1
No suporto que les dones són repugnants a el Cruïlla.,1
No suporto que les persones amb discapacitat em fan fàstic a el Cruïlla.,1
"El festival Cruïlla va ser increïble: el menjar, la música, la gent. Cap de setmana perfecte!",0
És horrible que els llatins em van arruïnar la nit a el Cruïlla.,1
Cruïlla 2024 va tenir el millor cartell fins ara. Molt ben organitzat i divertit.,0
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
Per què els llatins em fan fàstic a el Cruïlla.,1
No suporto que les persones trans no haurien d’estar a el Cruïlla.,1
No suporto que els gais em van arruïnar la nit a el Cruïlla.,1
"No va ser la meva edició preferida del Cruïlla, però igualment ho vaig passar bé.",0
No suporto que els llatins són una plaga a el Cruïlla.,1
No suporto que les persones trans haurien de ser expulsats de el Cruïlla.,1
Un dia tranquil al Cruïlla amb amics. Vam gaudir molt dels espectacles d’humor.,0
Cruïlla 2024 va tenir el millor cartell fins ara. Molt ben organitzat i divertit.,0
És horrible que les persones no binàries haurien de ser expulsats de el Cruïlla.,1
No suporto que les persones no binàries em van arruïnar la nit a el Cruïlla.,1
Per què els llatins haurien de ser expulsats de el Cruïlla.,1
És horrible que els negres estan arruïnant el Cruïlla.,1
Odio que els negres són una plaga a el Cruïlla.,1
Per què els llatins són repugnants a el Cruïlla.,1
Per què les persones trans no haurien d’estar a el Cruïlla.,1
Vaig descobrir molt bona música indie al Cruïlla. M’encanta veure artistes nous.,0
Per què els gais són una plaga a el Cruïlla.,1
És horrible que els immigrants em fan fàstic a el Cruïlla.,1
És horrible que els negres són repugnants a el Cruïlla.,1
Per què les persones amb discapacitat són una plaga a el Cruïlla.,1
Cruïlla 2024 va tenir el millor cartell fins ara. Molt ben organitzat i divertit.,0
No suporto que els llatins estan arruïnant el Cruïlla.,1
Per què els negres em van arruïnar la nit a el Cruïlla.,1
No suporto que les dones estan arruïnant el Cruïlla.,1
Cruïlla 2024 va tenir el millor cartell fins ara. Molt ben organitzat i divertit.,0
Vaig descobrir molt bona música indie al Cruïlla. M’encanta veure artistes nous.,0
Odio que les persones no binàries són una plaga a el Cruïlla.,1
No suporto que els llatins haurien de ser expulsats de el Cruïlla.,1
Odio que els gais són una plaga a el Cruïlla.,1
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
Odio que les persones amb discapacitat em fan fàstic a el Cruïlla.,1
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
"El festival Cruïlla va ser increïble: el menjar, la música, la gent. Cap de setmana perfecte!",0
Un dia tranquil al Cruïlla amb amics. Vam gaudir molt dels espectacles d’humor.,0
"No va ser la meva edició preferida del Cruïlla, però igualment ho vaig passar bé.",0
No suporto que les persones no binàries no haurien d’estar a el Cruïlla.,1
Acabo de tornar del Cruïlla. Cansat però feliç. Ja espero l’any vinent!,0
Un dia tranquil al Cruïlla amb amics. Vam gaudir molt dels espectacles d’humor.,0
Vaig descobrir molt bona música indie al Cruïlla. M’encanta veure artistes nous.,0
Un dia tranquil al Cruïlla amb amics. Vam gaudir molt dels espectacles d’humor.,0
No suporto que els gais fan que el festival sigui una broma el Cruïlla.,1
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
No suporto que les dones estan arruïnant el Cruïlla.,1
Odio que les persones trans fan que el festival sigui una broma el Cruïlla.,1
Odio que els gais estan arruïnant el Cruïlla.,1
"El festival Cruïlla va ser increïble: el menjar, la música, la gent. Cap de setmana perfecte!",0
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
És horrible que els negres fan que el festival sigui una broma el Cruïlla.,1
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
"El festival Cruïlla va ser increïble: el menjar, la música, la gent. Cap de setmana perfecte!",0
No suporto que els gais són una plaga a el Cruïlla.,1
Vaig descobrir molt bona música indie al Cruïlla. M’encanta veure artistes nous.,0
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
Vaig descobrir molt bona música indie al Cruïlla. M’encanta veure artistes nous.,0
Un dia tranquil al Cruïlla amb amics. Vam gaudir molt dels espectacles d’humor.,0
Per què les dones són repugnants a el Cruïlla.,1
"El festival Cruïlla va ser increïble: el menjar, la música, la gent. Cap de setmana perfecte!",0
És horrible que els asiàtics haurien de ser expulsats de el Cruïlla.,1
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
Cruïlla 2024 va tenir el millor cartell fins ara. Molt ben organitzat i divertit.,0
Odio que els negres són una plaga a el Cruïlla.,1
Odio que les persones amb discapacitat són una plaga a el Cruïlla.,1
És horrible que els immigrants fan que el festival sigui una broma el Cruïlla.,1
És horrible que els asiàtics haurien de ser expulsats de el Cruïlla.,1
És horrible que els immigrants fan que el festival sigui una broma el Cruïlla.,1
Odio que els gais són repugnants a el Cruïlla.,1
"El festival Cruïlla va ser increïble: el menjar, la música, la gent. Cap de setmana perfecte!",0
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
Cruïlla 2024 va tenir el millor cartell fins ara. Molt ben organitzat i divertit.,0
Odio que els negres fan que el festival sigui una broma el Cruïlla.,1
Acabo de tornar del Cruïlla. Cansat però feliç. Ja espero l’any vinent!,0
"No va ser la meva edició preferida del Cruïlla, però igualment ho vaig passar bé.",0
Odio que les persones de color no haurien d’estar a el Cruïlla.,1
Per què els immigrants fan que el festival sigui una broma el Cruïlla.,1
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
Un dia tranquil al Cruïlla amb amics. Vam gaudir molt dels espectacles d’humor.,0
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
Per què les persones trans em fan fàstic a el Cruïlla.,1
És horrible que els negres fan que el festival sigui una broma el Cruïlla.,1
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
Un dia tranquil al Cruïlla amb amics. Vam gaudir molt dels espectacles d’humor.,0
És horrible que els immigrants són una plaga a el Cruïlla.,1
"El festival Cruïlla va ser increïble: el menjar, la música, la gent. Cap de setmana perfecte!",0
No suporto que els negres em van arruïnar la nit a el Cruïlla.,1
"No va ser la meva edició preferida del Cruïlla, però igualment ho vaig passar bé.",0
Odio que els gais fan que el festival sigui una broma el Cruïlla.,1
Per què els llatins estan arruïnant el Cruïlla.,1
Odio que les persones de color em fan fàstic a el Cruïlla.,1
No suporto que els asiàtics estan arruïnant el Cruïlla.,1
És horrible que els negres són repugnants a el Cruïlla.,1
Odio que les dones no haurien d’estar a el Cruïlla.,1
Per què els negres haurien de ser expulsats de el Cruïlla.,1
És horrible que les persones trans no haurien d’estar a el Cruïlla.,1
Cruïlla 2024 va tenir el millor cartell fins ara. Molt ben organitzat i divertit.,0
No suporto que les persones no binàries fan que el festival sigui una broma el Cruïlla.,1
Em va encantar la diversitat d’artistes al Cruïlla. Una experiència única.,0
Per què les persones amb discapacitat estan arruïnant el Cruïlla.,1
Per què les persones trans són una plaga a el Cruïlla.,1
És horrible que les persones trans em fan fàstic a el Cruïlla.,1
Cruïlla 2024 va tenir el millor cartell fins ara. Molt ben organitzat i divertit.,0
Per què les dones haurien de ser expulsats de el Cruïlla.,1
És horrible que les persones amb discapacitat són repugnants a el Cruïlla.,1
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
"No va ser la meva edició preferida del Cruïlla, però igualment ho vaig passar bé.",0
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
Odio que les persones de color fan que el festival sigui una broma el Cruïlla.,1
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
Odio que els negres són repugnants a el Cruïlla.,1
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
Per què els gais són repugnants a el Cruïlla.,1
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
No suporto que els asiàtics em van arruïnar la nit a el Cruïlla.,1
És horrible que les persones trans em van arruïnar la nit a el Cruïlla.,1
Odio que les persones de color haurien de ser expulsats de el Cruïlla.,1
Cruïlla 2024 va tenir el millor cartell fins ara. Molt ben organitzat i divertit.,0
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
Odio que les persones amb discapacitat no haurien d’estar a el Cruïlla.,1
Em va encantar la diversitat d’artistes al Cruïlla. Una experiència única.,0
No suporto que els immigrants no haurien d’estar a el Cruïlla.,1
Per què els llatins fan que el festival sigui una broma el Cruïlla.,1
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
Odio que els llatins fan que el festival sigui una broma el Cruïlla.,1
Odio que els negres haurien de ser expulsats de el Cruïlla.,1
És horrible que les dones no haurien d’estar a el Cruïlla.,1
Vaig descobrir molt bona música indie al Cruïlla. M’encanta veure artistes nous.,0
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
Per què els immigrants haurien de ser expulsats de el Cruïlla.,1
Un dia tranquil al Cruïlla amb amics. Vam gaudir molt dels espectacles d’humor.,0
"No va ser la meva edició preferida del Cruïlla, però igualment ho vaig passar bé.",0
Per què els llatins em van arruïnar la nit a el Cruïlla.,1
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
És horrible que les persones no binàries no haurien d’estar a el Cruïlla.,1
Cruïlla 2024 va tenir el millor cartell fins ara. Molt ben organitzat i divertit.,0
És horrible que les persones trans no haurien d’estar a el Cruïlla.,1
No suporto que els immigrants no haurien d’estar a el Cruïlla.,1
Per què les persones amb discapacitat són repugnants a el Cruïlla.,1
No suporto que les persones trans són una plaga a el Cruïlla.,1
És horrible que les persones no binàries em van arruïnar la nit a el Cruïlla.,1
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
Per què les persones no binàries fan que el festival sigui una broma el Cruïlla.,1
Em va encantar la diversitat d’artistes al Cruïlla. Una experiència única.,0
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
"El festival Cruïlla va ser increïble: el menjar, la música, la gent. Cap de setmana perfecte!",0
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
Acabo de tornar del Cruïlla. Cansat però feliç. Ja espero l’any vinent!,0
Per què els asiàtics haurien de ser expulsats de el Cruïlla.,1
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
Un dia tranquil al Cruïlla amb amics. Vam gaudir molt dels espectacles d’humor.,0
És horrible que els gais són repugnants a el Cruïlla.,1
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
Em va encantar la diversitat d’artistes al Cruïlla. Una experiència única.,0
Per què les persones amb discapacitat són repugnants a el Cruïlla.,1
És horrible que les persones trans fan que el festival sigui una broma el Cruïlla.,1
"No va ser la meva edició preferida del Cruïlla, però igualment ho vaig passar bé.",0
Odio que els asiàtics són una plaga a el Cruïlla.,1
"El festival Cruïlla va ser increïble: el menjar, la música, la gent. Cap de setmana perfecte!",0
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
No suporto que les dones fan que el festival sigui una broma el Cruïlla.,1
"No va ser la meva edició preferida del Cruïlla, però igualment ho vaig passar bé.",0
Odio que les persones trans no haurien d’estar a el Cruïlla.,1
Acabo de tornar del Cruïlla. Cansat però feliç. Ja espero l’any vinent!,0
Per què els immigrants estan arruïnant el Cruïlla.,1
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
Odio que els negres són una plaga a el Cruïlla.,1
Per què les persones de color em fan fàstic a el Cruïlla.,1
No suporto que les persones de color em van arruïnar la nit a el Cruïlla.,1
Un dia tranquil al Cruïlla amb amics. Vam gaudir molt dels espectacles d’humor.,0
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
No suporto que els negres no haurien d’estar a el Cruïlla.,1
Em va encantar la diversitat d’artistes al Cruïlla. Una experiència única.,0
Odio que les persones amb discapacitat són una plaga a el Cruïlla.,1
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
És horrible que els gais són una plaga a el Cruïlla.,1
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
Un dia tranquil al Cruïlla amb amics. Vam gaudir molt dels espectacles d’humor.,0
No suporto que els llatins fan que el festival sigui una broma el Cruïlla.,1
No suporto que les persones de color em fan fàstic a el Cruïlla.,1
Vaig descobrir molt bona música indie al Cruïlla. M’encanta veure artistes nous.,0
Odio que els immigrants haurien de ser expulsats de el Cruïlla.,1
Vaig descobrir molt bona música indie al Cruïlla. M’encanta veure artistes nous.,0
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
No suporto que les persones trans són una plaga a el Cruïlla.,1
És horrible que els immigrants no haurien d’estar a el Cruïlla.,1
És horrible que les persones no binàries em fan fàstic a el Cruïlla.,1
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
Cruïlla 2024 va tenir el millor cartell fins ara. Molt ben organitzat i divertit.,0
Vaig descobrir molt bona música indie al Cruïlla. M’encanta veure artistes nous.,0
Per què les persones trans fan que el festival sigui una broma el Cruïlla.,1
Em va encantar la diversitat d’artistes al Cruïlla. Una experiència única.,0
És horrible que les persones no binàries són una plaga a el Cruïlla.,1
Acabo de tornar del Cruïlla. Cansat però feliç. Ja espero l’any vinent!,0
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
Un dia tranquil al Cruïlla amb amics. Vam gaudir molt dels espectacles d’humor.,0
"El festival Cruïlla va ser increïble: el menjar, la música, la gent. Cap de setmana perfecte!",0
Acabo de tornar del Cruïlla. Cansat però feliç. Ja espero l’any vinent!,0
No suporto que els llatins em fan fàstic a el Cruïlla.,1
Per què les persones de color haurien de ser expulsats de el Cruïlla.,1
És horrible que els llatins no haurien d’estar a el Cruïlla.,1
"No va ser la meva edició preferida del Cruïlla, però igualment ho vaig passar bé.",0
Per què les persones de color em van arruïnar la nit a el Cruïlla.,1
"El festival Cruïlla va ser increïble: el menjar, la música, la gent. Cap de setmana perfecte!",0
Cruïlla 2024 va tenir el millor cartell fins ara. Molt ben organitzat i divertit.,0
Odio que les persones trans estan arruïnant el Cruïlla.,1
Per què les persones de color estan arruïnant el Cruïlla.,1
És horrible que les persones de color estan arruïnant el Cruïlla.,1
"No va ser la meva edició preferida del Cruïlla, però igualment ho vaig passar bé.",0
Em va encantar la diversitat d’artistes al Cruïlla. Una experiència única.,0
Odio que les persones de color em van arruïnar la nit a el Cruïlla.,1
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
Vaig descobrir molt bona música indie al Cruïlla. M’encanta veure artistes nous.,0
Odio que les persones amb discapacitat estan arruïnant el Cruïlla.,1
No suporto que les persones amb discapacitat estan arruïnant el Cruïlla.,1
Per què les persones de color són repugnants a el Cruïlla.,1
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
Odio que els negres són una plaga a el Cruïlla.,1
Odio que les persones no binàries em van arruïnar la nit a el Cruïlla.,1
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
Per què els asiàtics són repugnants a el Cruïlla.,1
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
Cruïlla 2024 va tenir el millor cartell fins ara. Molt ben organitzat i divertit.,0
Vaig descobrir molt bona música indie al Cruïlla. M’encanta veure artistes nous.,0
Odio que els immigrants fan que el festival sigui una broma el Cruïlla.,1
Odio que els gais són repugnants a el Cruïlla.,1
És horrible que els negres em van arruïnar la nit a el Cruïlla.,1
Cruïlla 2024 va tenir el millor cartell fins ara. Molt ben organitzat i divertit.,0
"No va ser la meva edició preferida del Cruïlla, però igualment ho vaig passar bé.",0
Odio que els gais estan arruïnant el Cruïlla.,1
Per què els asiàtics em fan fàstic a el Cruïlla.,1
Vaig passar-ho genial al Cruïlla aquest any. L’ambient va ser espectacular.,0
Un dia tranquil al Cruïlla amb amics. Vam gaudir molt dels espectacles d’humor.,0
Odio que les dones estan arruïnant el Cruïlla.,1
Em va encantar la diversitat d’artistes al Cruïlla. Una experiència única.,0
Per què les dones em fan fàstic a el Cruïlla.,1
"No va ser la meva edició preferida del Cruïlla, però igualment ho vaig passar bé.",0
No suporto que les persones no binàries són repugnants a el Cruïlla.,1
Un dia tranquil al Cruïlla amb amics. Vam gaudir molt dels espectacles d’humor.,0
Vaig descobrir molt bona música indie al Cruïlla. M’encanta veure artistes nous.,0
Odio que les persones trans em fan fàstic a el Cruïlla.,1
"No va ser la meva edició preferida del Cruïlla, però igualment ho vaig passar bé.",0
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
El menjar als estands del Cruïlla va ser espectacular aquest any. Recomano provar plats locals!,0
És horrible que les dones em fan fàstic a el Cruïlla.,1
Per què els negres estan arruïnant el Cruïlla.,1
Odio que les persones no binàries són repugnants a el Cruïlla.,1
"El festival Cruïlla va ser increïble: el menjar, la música, la gent. Cap de setmana perfecte!",0
Odio que les persones trans no haurien d’estar a el Cruïlla.,1
L’ambient al Cruïlla sempre és tan acollidor i inclusiu.,0
