original_tweet_id,original_tweet_text,Assigned_Topic_ID,Assignment_Confidence,Assigned_Topic_Name
503,ambiente cargado y mal rollo,1,0.26501703054654024,audio
504,Demasiada gente agobiante k porque fue brutal,0,0.9219352946183779,público
505,Sonido distorsionado y muy alto,3,1.0,sonido
506,ambiente regular como siempre,2,1.0,ambiente
507,rigoberta bandini hizo vibrar al público porque fue brutal,0,1.0,público
508,esperamos muchísimo para entrar,2,1.0,ambiente
509,Todo muy bien organizado ya que fue brutal,1,1.0,audio
510,Buhos estuvo genial,0,0.518278911257144,público
511,Buhos hizo vibrar al público mientras fue brutal,0,1.0,público
512,Colas interminables un desastre,-1,0.1603242743739409,Unknown
513,Audio brutal,1,1.0,audio
514,Esperamos muchísimo para entrar,2,1.0,ambiente
515,Desastre en la organización vibraaa,5,1.0,organización
516,Todo muy bien organizado,5,1.0,organización
517,Tiempos de espera razonables,-1,0.188894561339784,Unknown
518,Sonido distorsionado y muy alto,3,1.0,sonido
519,Stay Homas lo dieron todo,0,0.27691990891119816,público
520,Demasiada gente agobiante super biennn,-1,0.17049257523970462,Unknown
521,Stay Homas hizo vibrar al público cuando fue brutal,0,0.3200852939644875,público
522,sonido distorsionado y muy alto,3,1.0,sonido
523,Esperamos muchísimo para entrar,2,1.0,ambiente
524,La comida estuvo increíble,-1,0.15610372212353513,Unknown
525,Volumen fatal lo dio todooo,4,1.0,volumen
526,Ambiente cargado y mal rollo,1,0.2665893597537159,audio
527,Muy mal organizado todo lo dio todooo,1,1.0,audio
528,No había casi colas,-1,0.17638668625235104,Unknown
529,No había casi colas porque fue brutal,0,1.0,público
530,Stay Homas decepcionante,0,0.2777027386645972,público
531,Bad Gyal decepcionante porque fue brutal,0,0.16484226730561716,público
532,Volumen fatal aunque fue brutal,4,1.0,volumen
533,Muy buen ambiente,3,1.0,sonido
534,Esperamos muchísimo para entrar,2,1.0,ambiente
535,Bad Gyal hizo vibrar al público,0,0.170990865850237,público
536,Carísima y mala la comida,-1,0.15170053418277193,Unknown
537,Sonido distorsionado y muy alto,3,1.0,sonido
538,audio brutal,1,1.0,audio
539,esperamos muchísimo para entrar,2,1.0,ambiente
540,Demasiada gente agobiante ya que fue brutal,0,0.8841988020815831,público
541,Quevedo decepcionante ya que fue brutal,0,0.8145987745600851,público
542,El sonido fue perfecto,4,1.0,volumen
543,Ambiente regular como siempre,2,1.0,ambiente
544,Esperamos muchísimo para entrar,2,1.0,ambiente
545,Organización como cualquier festival,-1,0.15870249844656462,Unknown
546,Carísima y mala la comida,-1,0.15164831930581785,Unknown
547,Ambiente cargado y mal rollo,1,0.2659517231435142,audio
548,Comida normal nada especial,-1,0.17100438791955067,Unknown
549,Volumen fatal mientras fue brutal,4,1.0,volumen
550,rigoberta bandini lo dieron todo aunque fue brutal,0,0.7574220638900243,público
551,Tiempos de espera razonables,-1,0.18898616337165278,Unknown
552,Ambiente cargado y mal rollo,1,0.2664478836712439,audio
553,Stay Homas lo dieron todo,0,0.2770167417370934,público
554,No había casi colas,-1,0.1763939864340177,Unknown
555,organización como cualquier festival,-1,0.16938184462165828,Unknown
556,Buhos decepcionante no convenciooo aunque fue brutal,0,1.0,público
557,Todo muy bien organizado,5,1.0,organización
558,organización como cualquier festival,-1,0.16938189638602894,Unknown
559,El sonido fue perfecto,4,1.0,volumen
560,No había casi colas,-1,0.1764565268341403,Unknown
561,Ambiente regular como siempre,2,1.0,ambiente
562,Ambiente cargado y mal rollo,1,0.26647647913745015,audio
563,No había casi colas,-1,0.17654813730410857,Unknown
564,Lildami hizo vibrar al público genialll,0,1.0,público
565,Ambiente cargado y mal rollo,1,0.2664897787672391,audio
566,Volumen fatal aunque fue brutal,4,1.0,volumen
567,Colas interminables un desastre,-1,0.16017594801961701,Unknown
568,Carísima y mala la comida,-1,0.15170671898831292,Unknown
569,Ambiente regular como siempre,2,1.0,ambiente
570,Colas interminables un desastre,-1,0.1602056471208142,Unknown
571,Tiempos de espera razonables super biennn,-1,0.187565462724135,Unknown
572,buhos hizo vibrar al público,0,1.0,público
573,Volumen fatal,4,1.0,volumen
574,carísima y mala la comida,-1,0.1516594032001772,Unknown
575,Bad Gyal estuvo genial,0,0.1715516933670974,público
576,Esperamos muchísimo para entrar,2,1.0,ambiente
577,Ambiente cargado y mal rollo super biennn,1,0.26504122182383627,audio
578,No había casi colas,-1,0.17593257954219094,Unknown
579,Comida normal nada especial cuando fue brutal,-1,0.16911470865596,Unknown
580,esperamos muchísimo para entrar flipanteee,2,1.0,ambiente
581,tiempos de espera razonables,-1,0.18920803199859118,Unknown
582,Colas interminables un desastre,-1,0.1602004192595105,Unknown
583,Audio brutal,1,1.0,audio
584,no había casi colas,-1,0.17660504930980903,Unknown
585,Me encantó la comida del festival xq,-1,0.1553335445820174,Unknown
586,lola índigo estuvo genial,0,0.7601621962751449,público
587,Colas interminables un desastre flipanteee,-1,0.160092303573387,Unknown
588,No había casi colas,-1,0.17632615093197654,Unknown
589,Muy mal organizado todo,1,1.0,audio
590,Comida normal nada especial,-1,0.1709403451818951,Unknown
591,no había casi colas,-1,0.17661668544209444,Unknown
592,La comida estuvo increíble,-1,0.1562274365804049,Unknown
593,Me encantó la comida del festival,-1,0.15533906254121432,Unknown
594,Demasiada gente agobiante,-1,0.17031635916924565,Unknown
595,Tiempos de espera razonables,-1,0.1892825713283349,Unknown
596,Ambiente cargado y mal rollo,1,0.26662604983911126,audio
597,organización como cualquier festival,-1,0.16938203434423388,Unknown
598,colas interminables un desastre aunque fue brutal,0,0.29925610915206063,público
599,desastre en la organización,5,1.0,organización
600,Lola Índigo hizo vibrar al público,0,1.0,público
601,Rosalía hizo vibrar al público,0,1.0,público
602,Comida normal nada especial,-1,0.1706859596537149,Unknown
603,Sonido distorsionado y muy alto,3,1.0,sonido
604,Colas interminables un desastre,-1,0.16035072509174628,Unknown
605,No había casi colas,-1,0.17642359326549228,Unknown
606,Todo muy bien organizado aunque fue brutal,1,1.0,audio
607,Demasiada gente agobiante,-1,0.17048530875036422,Unknown
608,Desastre en la organización,5,1.0,organización
609,Todo muy bien organizado,5,1.0,organización
610,Volumen fatal,4,1.0,volumen
611,lildami estuvo genial,0,0.7587048203413421,público
612,Muy mal organizado todo,1,1.0,audio
613,Volumen fatal,4,1.0,volumen
614,sonido distorsionado y muy alto toa,3,1.0,sonido
615,Colas interminables un desastre,-1,0.16027576378306638,Unknown
616,esperamos muchísimo para entrar,2,1.0,ambiente
617,Colas interminables un desastre,-1,0.16019643359968883,Unknown
618,Organización como cualquier festival no convenciooo,-1,0.1586873896541863,Unknown
619,Comida normal nada especial genialll,-1,0.16977698977175346,Unknown
620,Tiempos de espera razonables,-1,0.1890433760450748,Unknown
621,Desastre en la organización,5,1.0,organización
622,Volumen fatal,4,1.0,volumen
623,Audio brutal,1,1.0,audio
624,Organización como cualquier festival no convenciooo,-1,0.15886159080761772,Unknown
625,Muy mal organizado todo,1,1.0,audio
626,Carísima y mala la comida,-1,0.15158159244021072,Unknown
627,Demasiada gente agobiante,-1,0.1702370339050348,Unknown
628,Tiempos de espera razonables,-1,0.18907724537898607,Unknown
629,Bad Gyal lo dieron todo,0,0.1769923571456122,público
630,Lola Índigo hizo vibrar al público porque fue brutal,0,1.0,público
631,Demasiada gente agobiante,-1,0.17023950830240644,Unknown
632,Ambiente cargado y mal rollo porque fue brutal,0,1.0,público
633,the tyets lo dieron todo toa,0,0.5349034743819244,público
634,Me encantó la comida del festival mientras fue brutal,-1,0.15734673398582297,Unknown
635,The Tyets decepcionante,0,1.0,público
636,El sonido fue perfecto,4,1.0,volumen
637,esperamos muchísimo para entrar,2,1.0,ambiente
638,Desastre en la organización,5,1.0,organización
639,Colas interminables un desastre,-1,0.16014786008730875,Unknown
640,Comida normal nada especial cuando fue brutal,-1,0.1689806028317396,Unknown
641,Todo muy bien organizado,5,1.0,organización
642,Tiempos de espera razonables,-1,0.1891240886022659,Unknown
643,Bad Gyal hizo vibrar al público xq,0,0.1722748444939272,público
644,No había casi colas,-1,0.176002239878351,Unknown
645,Comida normal nada especial,-1,0.17104496743478592,Unknown
646,Tiempos de espera razonables,-1,0.18899966980285285,Unknown
647,Ambiente regular como siempre,2,1.0,ambiente
648,Muy mal organizado todo,1,1.0,audio
649,Stay Homas decepcionante cuando fue brutal,0,0.3156156214500851,público
650,Sonido distorsionado y muy alto porque fue brutal,3,1.0,sonido
651,todo muy bien organizado porque fue brutal,1,1.0,audio
652,Rigoberta Bandini decepcionante no convenciooo,0,1.0,público
653,Buhos estuvo genial,0,0.5200889653236828,público
654,rosalía decepcionante porque fue brutal,0,1.0,público
655,Esperamos muchísimo para entrar,2,1.0,ambiente
656,Muy mal organizado todo,1,1.0,audio
657,Rigoberta Bandini lo dieron todo,0,1.0,público
658,ambiente regular como siempre,2,1.0,ambiente
659,Me encantó la comida del festival,-1,0.15597171483109812,Unknown
660,No había casi colas,-1,0.17629968352536013,Unknown
661,Colas interminables un desastre,-1,0.16020766978729553,Unknown
662,Desastre en la organización,5,1.0,organización
663,No había casi colas,-1,0.176350308982825,Unknown
664,Esperamos muchísimo para entrar,2,1.0,ambiente
665,Muy buen ambiente super biennn,3,1.0,sonido
666,todo muy bien organizado,5,1.0,organización
667,no había casi colas,-1,0.1767843053640407,Unknown
668,Quevedo lo dieron todo no convenciooo,0,0.6215316387770334,público
669,Muy buen ambiente aunque fue brutal,0,0.8037141715805128,público
670,la comida estuvo increíble,-1,0.1561108906734505,Unknown
671,Aitana estuvo genial mientras fue brutal,0,1.0,público
672,Desastre en la organización,5,1.0,organización
673,Ambiente regular como siempre,2,1.0,ambiente
674,No había casi colas,-1,0.17625876281038527,Unknown
675,Volumen fatal,4,1.0,volumen
676,desastre en la organización bno,5,1.0,organización
677,Demasiada gente agobiante,-1,0.17016781829957875,Unknown
678,stay homas estuvo genial ya que fue brutal,0,0.2837075802640594,público
679,Sonido distorsionado y muy alto lo dio todooo,3,1.0,sonido
680,Carísima y mala la comida,-1,0.15169074419525358,Unknown
681,no había casi colas,-1,0.17665535568766078,Unknown
682,Ambiente cargado y mal rollo,1,0.26563476908248324,audio
683,bad gyal lo dieron todo,0,0.18364056562448722,público
684,ambiente regular como siempre,2,1.0,ambiente
685,Colas interminables un desastre,-1,0.16014670008743898,Unknown
686,La comida estuvo increíble,-1,0.1562689857531754,Unknown
687,Quevedo estuvo genial,0,0.544540798900201,público
688,Tiempos de espera razonables,-1,0.18921719150396973,Unknown
689,Colas interminables un desastre,-1,0.16017315669208093,Unknown
690,Colas interminables un desastre,-1,0.16042877128856092,Unknown
691,Organización como cualquier festival,-1,0.15874772920218053,Unknown
692,el sonido fue perfecto flipanteee,4,1.0,volumen
693,Demasiada gente agobiante vibraaa,-1,0.1704083165909901,Unknown
694,The Tyets estuvo genial,0,0.5522196248413777,público
695,El sonido fue perfecto,4,1.0,volumen
696,Comida normal nada especial aunque fue brutal,-1,0.16908922715945848,Unknown
697,stay homas decepcionante,0,0.260953113624696,público
698,Todo muy bien organizado,5,1.0,organización
699,colas interminables un desastre,0,0.29925588714665885,público
