tweet,Assigned_Topic_ID,Assignment_Confidence,Assigned_Topic_Name
Esperamos muchísimo para entrar,-1,0.2889751998260399,Unknown
Organización como cualquier festival,2,0.23193837643170517,colas
Carísima y mala la comida,3,1.0,alto
Ambiente cargado y mal rollo,3,0.2436832837576271,alto
Comida normal nada especial,-1,0.2784201262981771,Unknown
Volumen fatal mientras fue brutal,0,0.1541012120790666,convenciooo
rigoberta bandini lo dieron todo aunque fue brutal,0,1.0,convenciooo
Tiempos de espera razonables,1,1.0,comida
Ambiente cargado y mal rollo,3,0.24319234543028886,alto
Stay Homas lo dieron todo,0,0.05471081738432131,convenciooo
No había casi colas,2,1.0,colas
organización como cualquier festival,0,0.04143118635771645,convenciooo
Buhos decepcionante no convenciooo aunque fue brutal,0,1.0,convenciooo
Todo muy bien organizado,-1,0.022478199316696895,Unknown
organización como cualquier festival,0,0.041430066964544404,convenciooo
El sonido fue perfecto,4,1.0,sonido
No había casi colas,2,1.0,colas
Ambiente regular como siempre,0,0.026264475772551036,convenciooo
Ambiente cargado y mal rollo,3,0.24245154687987244,alto
No había casi colas,2,1.0,colas
Lildami hizo vibrar al público genialll,0,0.514200301398675,convenciooo
Ambiente cargado y mal rollo,3,0.2449449467607662,alto
Volumen fatal aunque fue brutal,0,0.15461711136596606,convenciooo
Colas interminables un desastre,-1,0.02440339568273799,Unknown
Carísima y mala la comida,3,1.0,alto
Ambiente regular como siempre,0,0.02645959607188016,convenciooo
Colas interminables un desastre,-1,0.024351512366978294,Unknown
Tiempos de espera razonables super biennn,1,1.0,comida
buhos hizo vibrar al público,0,0.6135656975345949,convenciooo
carísima y mala la comida,3,1.0,alto
Bad Gyal estuvo genial,0,0.12711361500879012,convenciooo
Esperamos muchísimo para entrar,-1,0.2896118260358902,Unknown
Ambiente cargado y mal rollo super biennn,3,0.23766457080819808,alto
No había casi colas,2,1.0,colas
Comida normal nada especial cuando fue brutal,-1,0.28485916844973447,Unknown
esperamos muchísimo para entrar flipanteee,-1,0.2504272485343302,Unknown
tiempos de espera razonables,1,1.0,comida
Colas interminables un desastre,-1,0.024411171528833844,Unknown
no había casi colas,2,1.0,colas
Me encantó la comida del festival xq,4,0.477378257475766,sonido
lola índigo estuvo genial,0,0.04215915202283279,convenciooo
Colas interminables un desastre flipanteee,-1,0.024414890749951613,Unknown
No había casi colas,2,1.0,colas
Muy mal organizado todo,-1,0.016543579787183946,Unknown
Comida normal nada especial,-1,0.2785928490449915,Unknown
no había casi colas,2,1.0,colas
La comida estuvo increíble,1,1.0,comida
Me encantó la comida del festival,4,0.4778889483482303,sonido
Demasiada gente agobiante,1,0.31195408147451914,comida
Tiempos de espera razonables,1,1.0,comida
Ambiente cargado y mal rollo,3,0.24393868832027565,alto
organización como cualquier festival,0,0.04140868654861032,convenciooo
colas interminables un desastre aunque fue brutal,0,0.5004764361508974,convenciooo
desastre en la organización,2,0.03483811074046909,colas
Lola Índigo hizo vibrar al público,0,0.9574683740691595,convenciooo
Rosalía hizo vibrar al público,0,0.6234816642160503,convenciooo
Comida normal nada especial,-1,0.27874581717258873,Unknown
Sonido distorsionado y muy alto,3,1.0,alto
Colas interminables un desastre,-1,0.02447220496171455,Unknown
No había casi colas,2,1.0,colas
Todo muy bien organizado aunque fue brutal,-1,0.016165886744795365,Unknown
Demasiada gente agobiante,1,0.31186051515175367,comida
Desastre en la organización,2,0.03495535084434139,colas
Todo muy bien organizado,-1,0.022438737370512836,Unknown
lildami estuvo genial,0,0.04358711793124086,convenciooo
Muy mal organizado todo,-1,0.01655027778612084,Unknown
sonido distorsionado y muy alto toa,3,1.0,alto
Colas interminables un desastre,-1,0.024378754112296258,Unknown
esperamos muchísimo para entrar,-1,0.2495220834618829,Unknown
Colas interminables un desastre,-1,0.024413071394125713,Unknown
Organización como cualquier festival no convenciooo,2,0.23266524136075195,colas
Comida normal nada especial genialll,-1,0.2806078588590576,Unknown
Tiempos de espera razonables,1,1.0,comida
Desastre en la organización,2,0.0349823937731701,colas
Organización como cualquier festival no convenciooo,2,0.23162397668744586,colas
Muy mal organizado todo,-1,0.01654547930571424,Unknown
Carísima y mala la comida,3,1.0,alto
Demasiada gente agobiante,1,0.3115205489969497,comida
Tiempos de espera razonables,1,1.0,comida
Bad Gyal lo dieron todo,0,0.12737292445563783,convenciooo
Lola Índigo hizo vibrar al público porque fue brutal,0,1.0,convenciooo
Demasiada gente agobiante,1,0.310355217775327,comida
Ambiente cargado y mal rollo porque fue brutal,0,1.0,convenciooo
the tyets lo dieron todo toa,0,0.42799857241104117,convenciooo
Me encantó la comida del festival mientras fue brutal,1,1.0,comida
The Tyets decepcionante,0,0.4671760447825458,convenciooo
El sonido fue perfecto,4,1.0,sonido
esperamos muchísimo para entrar,-1,0.24999429353728392,Unknown
Desastre en la organización,2,0.03495989463321426,colas
Colas interminables un desastre,-1,0.024427850312689507,Unknown
Comida normal nada especial cuando fue brutal,-1,0.2849233640521412,Unknown
Todo muy bien organizado,-1,0.022344766359068454,Unknown
Tiempos de espera razonables,1,1.0,comida
Bad Gyal hizo vibrar al público xq,0,0.1262547401398052,convenciooo
No había casi colas,2,1.0,colas
Comida normal nada especial,-1,0.27913828992968975,Unknown
Tiempos de espera razonables,1,1.0,comida
Ambiente regular como siempre,0,0.026318768048871573,convenciooo
Muy mal organizado todo,-1,0.01654615330491433,Unknown
Stay Homas decepcionante cuando fue brutal,0,0.054277740420569646,convenciooo
Sonido distorsionado y muy alto porque fue brutal,0,0.04384368896826747,convenciooo
todo muy bien organizado porque fue brutal,-1,0.01616449111632056,Unknown
Rigoberta Bandini decepcionante no convenciooo,0,1.0,convenciooo
Buhos estuvo genial,0,0.04042700661580153,convenciooo
rosalía decepcionante porque fue brutal,0,1.0,convenciooo
Esperamos muchísimo para entrar,-1,0.290846669795827,Unknown
Muy mal organizado todo,-1,0.016548660541774507,Unknown
Rigoberta Bandini lo dieron todo,0,1.0,convenciooo
ambiente regular como siempre,0,0.026519274421196542,convenciooo
Me encantó la comida del festival,4,0.4777380739081879,sonido
No había casi colas,2,1.0,colas
Colas interminables un desastre,-1,0.0243539846800734,Unknown
Desastre en la organización,2,0.03484140721818006,colas
No había casi colas,2,1.0,colas
Esperamos muchísimo para entrar,-1,0.28934576296926545,Unknown
Muy buen ambiente super biennn,0,0.03164450033513261,convenciooo
todo muy bien organizado,-1,0.02242688880555139,Unknown
no había casi colas,2,1.0,colas
Quevedo lo dieron todo no convenciooo,0,0.1319094153716172,convenciooo
Muy buen ambiente aunque fue brutal,0,1.0,convenciooo
la comida estuvo increíble,1,1.0,comida
Aitana estuvo genial mientras fue brutal,0,1.0,convenciooo
Desastre en la organización,2,0.03490211808588758,colas
Ambiente regular como siempre,0,0.026280546600653747,convenciooo
No había casi colas,2,1.0,colas
desastre en la organización bno,2,0.034625414350713875,colas
Demasiada gente agobiante,1,0.3134533428575469,comida
stay homas estuvo genial ya que fue brutal,0,0.05483505237909208,convenciooo
Sonido distorsionado y muy alto lo dio todooo,3,1.0,alto
Carísima y mala la comida,3,1.0,alto
no había casi colas,2,1.0,colas
Ambiente cargado y mal rollo,3,0.24493087073079103,alto
bad gyal lo dieron todo,0,0.12745626339315963,convenciooo
ambiente regular como siempre,0,0.026521965657810193,convenciooo
Colas interminables un desastre,-1,0.024403616208757372,Unknown
La comida estuvo increíble,1,1.0,comida
Quevedo estuvo genial,0,0.03982463025738342,convenciooo
Tiempos de espera razonables,1,1.0,comida
Colas interminables un desastre,-1,0.024385179695470313,Unknown
Colas interminables un desastre,-1,0.024337208081481248,Unknown
Organización como cualquier festival,2,0.2308571963738547,colas
el sonido fue perfecto flipanteee,4,1.0,sonido
Demasiada gente agobiante vibraaa,1,0.3064087632019648,comida
The Tyets estuvo genial,0,0.432915432371246,convenciooo
El sonido fue perfecto,4,1.0,sonido
Comida normal nada especial aunque fue brutal,-1,0.2850214210740614,Unknown
stay homas decepcionante,0,0.054791602175674206,convenciooo
Todo muy bien organizado,-1,0.022419061225230474,Unknown
colas interminables un desastre,0,0.49694536208171414,convenciooo
Personal muy amable,0,0.02441169720640499,convenciooo
Lildami hizo vibrar al público,0,0.5214466099524934,convenciooo
Sonido distorsionado y muy alto,3,1.0,alto
Opciones veganas muy buenas,-1,0.2093216582036637,Unknown
Desastre en la organización,2,0.03498437401654552,colas
Tiempos de espera razonables,1,1.0,comida
No había información clara,4,0.4221192335876094,sonido
Stay Homas brutal  lo dio todooo,0,0.05411985726799616,convenciooo
Ambiente festivo todo el rato,0,0.024442655390221658,convenciooo
Quevedo lo dio todo,0,0.13462417400153875,convenciooo
Buhos fue espectacular,0,0.041218217469504895,convenciooo
Rosalía estuvo genial,0,0.6179750621852935,convenciooo
Lildami hizo vibrar al público,0,0.5324007558952621,convenciooo
Organización como cualquier festival,2,0.23109051774598227,colas
Sin colas para baños,2,1.0,colas
Ambiente festivo todo el rato,0,0.024494722527274797,convenciooo
Aitana lo dio todooo,0,0.12412343346855438,convenciooo
Carísima y mala la comida,3,1.0,alto
Demasiado cara la bebida,1,0.3070069475980786,comida
Buena gestión de accesos,-1,0.023340908623423067,Unknown
Quevedo lo dio todo,0,0.13425945799771377,convenciooo
Volumen demasiado alto,4,0.999870995329067,sonido
Tiempos de espera razonables,1,1.0,comida
Acceso súper ágil,-1,0.023341227660421116,Unknown
Quevedo lo dio todo,0,0.13436795350000824,convenciooo
Poca variedad en la comida,-1,0.28208719810497823,Unknown
Muy buen ambiente,0,0.031692759048635645,convenciooo
Rigoberta Bandini increíble,0,1.0,convenciooo
Muy bien todo,0,0.03973526987383427,convenciooo
Muy mal organizado todo super biennn,-1,0.016522630339572606,Unknown
Stay Homas brutal,0,0.05402539771660897,convenciooo
Buen rollo entre la gente,0,0.02444473822694586,convenciooo
Volumen demasiado alto,4,1.0,sonido
No se oía nada en la parte de atrás,4,0.43565498184234747,sonido
No había casi colas,2,1.0,colas
Acceso súper ágil,-1,0.023341342497267836,Unknown
Ambiente regular como siempre  super biennn,0,0.02655755939717851,convenciooo
Demasiada gente agobiante  no convenciooo,1,0.3088884302327596,comida
Colas interminables un desastre,-1,0.024406744806641154,Unknown
Buena gestión de accesos,-1,0.02334067382610824,Unknown
No se oía nada en la parte de atrás,4,0.43473169582104293,sonido
The Tyets lo dieron todo,0,0.43442305602186954,convenciooo
Demasiada gente agobiante,1,0.3127559918301883,comida
Poca variedad en la comida,-1,0.28194515272432025,Unknown
Muy mal organizado todo,-1,0.01655376299366182,Unknown
Rosalía estuvo genial,0,0.617243793622303,convenciooo
Buhos fue espectacular,0,0.041167464892751325,convenciooo
Carísima y mala la comida,3,1.0,alto
No había información clara,4,0.4228210790886383,sonido
Rosalía estuvo genial,0,0.6175251011788938,convenciooo
Ambiente regular como siempre,0,0.026279571264608483,convenciooo
Ambiente regular como siempre,0,0.026359278386531147,convenciooo
El sonido fue perfecto,4,1.0,sonido
Esperamos muchísimo para entrar,-1,0.2896203151541347,Unknown
Carísima y mala la comida toa,3,1.0,alto
Volumen demasiado alto,4,0.9935996120892739,sonido
Buena gestión de accesos k,-1,0.023338089707377902,Unknown
Muy buen ambiente,0,0.03174233575391133,convenciooo
Aitana lo dio todooo,0,0.12420919290642682,convenciooo
No había información clara,4,0.4225287608243702,sonido
El sonido fue perfecto,4,1.0,sonido
Tiempos de espera razonables,1,1.0,comida
Problemas de sonido al inicio,3,1.0,alto
Organización como cualquier festival  xq,2,0.22773725080028603,colas
Opciones veganas muy buenas,-1,0.20930142668501772,Unknown
Rigoberta Bandini increíble,0,1.0,convenciooo
Comida normal nada especial,-1,0.27871420855628515,Unknown
Buena gestión de accesos,-1,0.02334057393949784,Unknown
Acceso súper ágil,-1,0.02334154166535629,Unknown
Ambiente regular como siempre,0,0.026413054568327075,convenciooo
Organización como cualquier festival xq,2,0.2271155825986731,colas
Demasiada gente agobiante,1,0.31441850270478633,comida
Rosalía estuvo genial toa,0,0.6130439186373854,convenciooo
Buen rollo entre la gente,0,0.024528027708728806,convenciooo
Problemas de sonido al inicio,3,1.0,alto
Ambiente regular como siempre,0,0.02634347999531732,convenciooo
Acceso súper ágil,-1,0.023341119480498385,Unknown
The Tyets lo dieron todo,0,0.4357909108655568,convenciooo
Personal muy amable,0,0.024377692777387848,convenciooo
Organización como cualquier festival bno,2,0.22881862219943885,colas
Muy buena la oferta de food trucks,1,1.0,comida
El sonido fue perfecto,4,1.0,sonido
El sonido fue perfecto,4,1.0,sonido
Demasiado cara la bebida,1,0.3079883813249609,comida
Acceso súper ágil,-1,0.023341663140834034,Unknown
Esperamos muchísimo para entrar,-1,0.2890717909289155,Unknown
Ambiente festivo todo el rato,0,0.024419355691072873,convenciooo
Rosalía estuvo genial no convenciooo,0,0.6177118293869862,convenciooo
No había información clara,4,0.42313048642579615,sonido
Ambiente tranquilo flipanteee,0,0.03182051613966024,convenciooo
Muy mal organizado todo k,-1,0.01655792504580888,Unknown
Ambiente regular como siempre,0,0.02626211853068004,convenciooo
Colas interminables un desastre,-1,0.02438517989443492,Unknown
La comida estuvo increíble tmb,1,1.0,comida
Ambiente festivo todo el rato,0,0.024451359583196875,convenciooo
No había información clara,4,0.42231604855319277,sonido
Opciones veganas muy buenas,-1,0.20929580119223148,Unknown
Bad Gyal decepcionante,0,0.12553055788760215,convenciooo
Todo muy bien organizado,-1,0.022451264970979348,Unknown
Ambiente regular como siempre,0,0.026330272275238098,convenciooo
Colas para todo,-1,0.024728492610889097,Unknown
Ambiente regular como siempre,0,0.0263233115201375,convenciooo
Aitana lo dio todooo,0,0.12371479684936389,convenciooo
Stay Homas brutal,0,0.05407334658810979,convenciooo
Sin colas para baños,2,1.0,colas
Tiempos de espera razonables,1,1.0,comida
No se oía nada en la parte de atrás bno,4,0.43028312456555307,sonido
Bad Gyal decepcionante,0,0.12550654259950142,convenciooo
No había casi colas,2,1.0,colas
Quevedo lo dio todo,0,0.13420067895845392,convenciooo
Volumen demasiado alto,4,1.0,sonido
Muy buen ambiente k,0,0.0317560694241154,convenciooo
Ambiente regular como siempre,0,0.026254918488228907,convenciooo
Stay Homas brutal,0,0.05395865617243049,convenciooo
Bad Gyal decepcionante,0,0.12583391207475994,convenciooo
No se oía nada en la parte de atrás,4,0.43594200071828304,sonido
No se oía nada en la parte de atrás,4,0.4346213174378248,sonido
Colas interminables un desastre,-1,0.0243929221114991,Unknown
Demasiada gente agobiante,1,0.3122754454609766,comida
Organización como cualquier festival,2,0.23143420876511728,colas
The Tyets lo dieron todo,0,0.43620308207399294,convenciooo
Rosalía estuvo genial,0,0.618167378951967,convenciooo
Buhos fue espectacular,0,0.04136826872562604,convenciooo
Muy mal organizado todo,-1,0.01658419179264497,Unknown
No había casi colas,2,1.0,colas
Buhos fue espectacular,0,0.041190733386396075,convenciooo
Muy bien todo,0,0.03964199934852475,convenciooo
Buena gestión de accesos,-1,0.02334061172111889,Unknown
Stay Homas brutal,0,0.054028997575045944,convenciooo
Comida normal nada especial,-1,0.2788337660380767,Unknown
Todo muy bien organizado,-1,0.02245331733229988,Unknown
Colas para todo,-1,0.02471633024727123,Unknown
El sonido fue perfecto,4,1.0,sonido
No había casi colas,2,1.0,colas
Muy buena la oferta de food trucks tmb,1,1.0,comida
Rosalía estuvo genial,0,0.6164106023457488,convenciooo
Ambiente festivo todo el rato,0,0.024521860778673278,convenciooo
Quevedo lo dio todo,0,0.13417519977229764,convenciooo
Rigoberta Bandini increíble,0,1.0,convenciooo
Colas interminables un desastre,-1,0.02440672641791663,Unknown
Aitana lo dio todooo,0,0.12429883847678747,convenciooo
Carísima y mala la comida lo dio todooo,3,1.0,alto
Acceso súper ágil,-1,0.023341238072159202,Unknown
Me encantó la comida del festival,4,0.47868942459351715,sonido
Sin colas para baños,2,1.0,colas
Muy buena la oferta de food trucks,1,1.0,comida
El sonido fue perfecto,4,1.0,sonido
Sin colas para baños,2,1.0,colas
Buena gestión de accesos,-1,0.02333933461926368,Unknown
Quevedo lo dio todo,0,0.1343666153882988,convenciooo
Volumen demasiado alto,4,1.0,sonido
Organización como cualquier festival,2,0.23265145276982926,colas
Lildami hizo vibrar al público,0,0.5314582716254629,convenciooo
Comida normal nada especial,-1,0.2785345320215888,Unknown
Volumen demasiado alto,4,1.0,sonido
Carísima y mala la comida,3,1.0,alto
Ambiente cargado y mal rollo,3,0.24368205389818157,alto
Buen sonido en todos los escenarios,4,1.0,sonido
Opciones veganas muy buenas,-1,0.20852337386363273,Unknown
Demasiado calor  tmb,1,0.3038784386077383,comida
Acceso súper ágil,-1,0.023341081208565543,Unknown
Muy buena la oferta de food trucks,1,1.0,comida
Ambiente festivo todo el rato,0,0.024522292170507835,convenciooo
Muy mal organizado todo,-1,0.01655722139371014,Unknown
Volumen demasiado alto xq,4,1.0,sonido
Volumen demasiado alto toa,4,1.0,sonido
The Tyets lo dieron todo,0,0.43408997130436283,convenciooo
Cerveza caliente xq,1,0.29952468820286504,comida
Ambiente regular como siempre,0,0.026312327963294996,convenciooo
Acceso súper ágil,-1,0.023340912145770464,Unknown
Ambiente festivo todo el rato,0,0.024484377552900706,convenciooo
Muy buen ambiente,0,0.03168552439271387,convenciooo
Colas para todo,-1,0.024718278944935394,Unknown
Rigoberta Bandini increíble,0,1.0,convenciooo
Acceso súper ágil,-1,0.023341268055451222,Unknown
Sonido distorsionado y muy alto,3,1.0,alto
Ambiente festivo todo el rato,0,0.024519918383522257,convenciooo
Bad Gyal decepcionante,0,0.12554095329397522,convenciooo
Buhos fue espectacular,0,0.04119643628195784,convenciooo
Poca variedad en la comida,-1,0.2820952089704921,Unknown
Lildami hizo vibrar al público,0,0.5453516527903808,convenciooo
El sonido fue perfecto,4,1.0,sonido
El sonido fue perfecto,4,1.0,sonido
Buena gestión de accesos,-1,0.023338851509550042,Unknown
Bad Gyal decepcionante toa,0,0.12567801525463976,convenciooo
Acceso súper ágil,-1,0.023341495426040613,Unknown
Opciones veganas muy buenas,-1,0.20929742578486799,Unknown
Problemas de sonido al inicio,3,1.0,alto
Colas para todo,-1,0.02471197656439662,Unknown
Volumen demasiado alto k,4,1.0,sonido
Muy buen ambiente,0,0.03172740339474242,convenciooo
Me encantó la comida del festival,4,0.47873830396840505,sonido
No había casi colas lo dio todooo,2,1.0,colas
The Tyets lo dieron todo,0,0.43450133536049707,convenciooo
Quevedo lo dio todo,0,0.13440672100228235,convenciooo
Buen rollo entre la gente,0,0.024435711177561367,convenciooo
El sonido fue perfecto,4,1.0,sonido
Opciones veganas muy buenas bno,-1,0.20929492422577559,Unknown
Buen rollo entre la gente,0,0.02445017722915754,convenciooo
Acceso súper ágil,-1,0.02334152189325551,Unknown
No había información clara,4,0.4231219169305971,sonido
Esperamos muchísimo para entrar,-1,0.28835802835016855,Unknown
El sonido fue perfecto,4,1.0,sonido
Muy bien todo,0,0.039757468219032664,convenciooo
Comida normal nada especial lo dio todooo,-1,0.27835314889278473,Unknown
Buena gestión de accesos,-1,0.023339060641034866,Unknown
Colas interminables un desastre,-1,0.024416580352873165,Unknown
Volumen perfecto bno,4,1.0,sonido
The Tyets lo dieron todo no convenciooo,0,0.43370611805305415,convenciooo
Ambiente festivo todo el rato,0,0.02449118177996479,convenciooo
Quevedo lo dio todo,0,0.1345047447930501,convenciooo
Muy mal organizado todo,-1,0.01655710219494395,Unknown
Ambiente festivo todo el rato,0,0.024538083694471982,convenciooo
Muy buen ambiente,0,0.031781280861729044,convenciooo
Esperamos media hora para entrar,-1,0.2498631178945919,Unknown
Buen sonido en todos los escenarios,4,1.0,sonido
Stay Homas brutal,0,0.053999372245539905,convenciooo
No había casi colas,2,1.0,colas
Opciones veganas muy buenas,-1,0.2092956349831246,Unknown
Organización como cualquier festival,2,0.23069042288149863,colas
Poca variedad en la comida,-1,0.281863370309164,Unknown
Carísima y mala la comida,3,1.0,alto
Bad Gyal decepcionante,0,0.12553597128859006,convenciooo
Me encantó la comida del festival,4,0.4809548995979339,sonido
Colas para todo,-1,0.024716510346730475,Unknown
Todo muy bien organizado,-1,0.022402888337877097,Unknown
The Tyets lo dieron todo,0,0.4354442271722299,convenciooo
La comida estuvo increíble,1,1.0,comida
Esperamos muchísimo para entrar xq,-1,0.2882558459852751,Unknown
No se oía nada en la parte de atrás k,4,0.43361108704305024,sonido
Desastre en la organización,2,0.03498274630631083,colas
Me encantó la comida del festival,4,0.47796540977523816,sonido
Colas interminables un desastre no convenciooo,-1,0.024521992523572844,Unknown
Demasiado cara la bebida,1,0.3064438795285258,comida
Rigoberta Bandini increíble,0,1.0,convenciooo
Tiempos de espera razonables,1,1.0,comida
Tiempos de espera razonables,1,1.0,comida
Ambiente cargado y mal rollo,3,0.24633714508306156,alto
Carísima y mala la comida,3,1.0,alto
No había información clara,4,0.4236904147399554,sonido
No se oía nada en la parte de atrás,4,0.43342810552992767,sonido
Problemas de sonido al inicio,3,1.0,alto
Buena gestión de accesos,-1,0.023339112190713766,Unknown
Demasiado calor bno,1,0.3030310373208807,comida
No se oía nada en la parte de atrás,4,0.4334526003899982,sonido
Aitana lo dio todooo,0,0.12424018465232567,convenciooo
Comida normal nada especial,-1,0.27809021361739317,Unknown
Rigoberta Bandini increíble,0,1.0,convenciooo
No se oía nada en la parte de atrás,4,0.43454872880341244,sonido
Quevedo lo dio todo,0,0.13413032523068547,convenciooo
Ambiente regular como siempre,0,0.026279752659366048,convenciooo
Sonido distorsionado y muy alto,3,1.0,alto
No se oía nada en la parte de atrás,4,0.4342927661112779,sonido
Buen sonido en todos los escenarios,4,1.0,sonido
Ambiente regular como siempre,0,0.026271757593367577,convenciooo
Problemas de sonido al inicio,3,1.0,alto
No había casi colas,2,1.0,colas
Rosalía estuvo genial,0,0.6186487414246368,convenciooo
Tiempos de espera razonables,1,1.0,comida
Buen rollo entre la gente,0,0.024480726019667064,convenciooo
Muy bien todo,0,0.039610115694234546,convenciooo
Lildami hizo vibrar al público,0,0.5310644289373984,convenciooo
Ambiente cargado y mal rollo,3,0.24508561419720223,alto
Ambiente festivo todo el rato,0,0.024503850671063424,convenciooo
Sonido distorsionado y muy alto,3,1.0,alto
Sin colas para baños,2,1.0,colas
Muy bien todo,0,0.03964291450868759,convenciooo
